institución,localidad,carrera,activa_inactiva,codigo_actual,nuevo_codigo
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",EJIDO,PNF EN AGROALIMENTACIÓN,activa,725,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",EJIDO,PNF EN CONSTRUCCIÓN CIVIL,activa,724,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",EJIDO,PNF EN CONTADURÍA PÚBLICA,activa,730,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",EJIDO,PNF EN FISIOTERAPIA,activa,6085,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",EJIDO,PNF EN FONOAUDIOLOGÍA,activa,721,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",EJIDO,PNF EN GEOCIENCIA,activa,729,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",EJIDO,PNF EN HISTOCITOTECNOLOGÍA,activa,734,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",EJIDO,PNF EN HISTORIA,activa,723,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",EJIDO,PNF EN INFORMÁTICA,activa,686,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",EJIDO,PNF EN NUTRICIÓN Y DIETÉTICA,activa,6084,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",EJIDO,PNF EN PSICOLOGÍA SOCIAL,activa,6086,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",EJIDO,PNF EN SISTEMAS E INFORMÁTICA,activa,717,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",EJIDO,PNF EN TURISMO,activa,731,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",EJIDO,RADIOLOGÍA E IMAGENOLOGÍA,activa,712,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",TUCANÍ,CONTADURÍA PÚBLICA,activa,668,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",TUCANÍ,PNF EN AGROALIMENTACIÓN,activa,663,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",TUCANÍ,PNF EN CONSTRUCCIÓN CIVIL,activa,641,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",TUCANÍ,PNF EN CONTADURÍA PÚBLICA,activa,666,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",TUCANÍ,PNF EN INFORMÁTICA,activa,661,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,ACARIGUA,PNF EN ADMINISTRACIÓN,activa,781,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,ACARIGUA,PNF EN AGROALIMENTACIÓN,activa,780,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,ACARIGUA,PNF EN ELECTRICIDAD,activa,792,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,ACARIGUA,PNF EN INFORMÁTICA,activa,789,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,ACARIGUA,PNF EN INGENIERÍA DE MANTENIMIENTO,activa,786,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,ACARIGUA,PNF EN MECÁNICA,activa,794,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,ACARIGUA,PNF EN MEDICINA VETERINARIA,activa,6009,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,ACARIGUA,PNF EN PROCESAMIENTO Y DISTRIBUCIÓN DE ALIMENTOS,activa,6093,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,ACARIGUA,PNF EN SEGURIDAD ALIMENTARIA Y CULTURA NUTRICIONAL,activa,788,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,ACARIGUA,PNF EN SISTEMAS E INFORMÁTICA,activa,787,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,GUANARE,PNF EN ADMINISTRACIÓN,activa,629,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,GUANARE,PNF EN AGROALIMENTACIÓN,activa,646,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,GUANARE,PNF EN ELECTRICIDAD,activa,644,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,GUANARE,PNF EN INFORMÁTICA,activa,638,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,GUANARE,PNF EN MECÁNICA,activa,645,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,GUANARE,PNF EN SEGURIDAD ALIMENTARIA Y CULTURA NUTRICIONAL,activa,643,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,TURÉN,PNF EN ADMINISTRACIÓN,activa,627,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,TURÉN,PNF EN AGROALIMENTACIÓN,activa,634,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,TURÉN,PNF EN INFORMÁTICA,activa,636,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,TURÉN,PNF EN MEDICINA VETERINARIA,activa,6010,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO PORTUGUESA ,TURÉN,PNF EN SEGURIDAD ALIMENTARIA Y CULTURA NUTRICIONAL,activa,633,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",EXTENSIÓN BOCONÓ,PNF EN ADMINISTRACIÓN,activa,3373,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",EXTENSIÓN BOCONÓ,PNF EN INFORMÁTICA,activa,3371,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",EXTENSIÓN BOCONÓ,PNF EN TURISMO,activa,3374,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",EXTENSIÓN BOCONÓ,SERVICIOS DE LA HOSPITALIDAD,activa,3367,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",EXTENSIÓN BOCONÓ,TURISMO MENCIÓN HOTELERÍA (TÉCNICA),inactiva,3366,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",EXTENSIÓN EL DIVIDIVE,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),inactiva,3360,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",EXTENSIÓN EL DIVIDIVE,MANTENIMIENTO DE MAQUINARIA AGRÍCOLA Y PESADA,inactiva,3359,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",EXTENSIÓN EL DIVIDIVE,PNF EN ADMINISTRACIÓN,activa,3363,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",EXTENSIÓN EL DIVIDIVE,PNF EN INGENIERÍA DE MANTENIMIENTO,activa,3364,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",EXTENSIÓN TRUJILLO,INFORMÁTICA (TÉCNICA),inactiva,3349,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",EXTENSIÓN TRUJILLO,MERCADEO (TÉCNICA),inactiva,3350,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",EXTENSIÓN TRUJILLO,PNF EN ADMINISTRACIÓN,activa,3356,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",EXTENSIÓN TRUJILLO,PNF EN ELECTRICIDAD,inactiva,3351,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",EXTENSIÓN TRUJILLO,PNF EN INFORMÁTICA,activa,3357,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",EXTENSIÓN TRUJILLO,PNF EN TURISMO,activa,3358,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",VALERA,ADMINISTRACIÓN BANCARIA Y FINANCIERA (TÉCNICA),inactiva,3333,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",VALERA,ADMINISTRACIÓN: BANCA Y FINANZAS (TÉCNICA),inactiva,3347,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",VALERA,CONSTRUCCIÓN CIVIL (TÉCNICA),inactiva,3368,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",VALERA,MANTENIMIENTO DE EQUIPOS ELÉCTRICOS,inactiva,3375,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",VALERA,MANTENIMIENTO INDUSTRIAL,inactiva,3376,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",VALERA,PNF EN ADMINISTRACIÓN,activa,3381,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",VALERA,PNF EN CONSTRUCCIÓN CIVIL,activa,3384,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",VALERA,PNF EN CONTADURÍA PÚBLICA,activa,6088,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",VALERA,PNF EN ELECTRICIDAD,activa,3383,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",VALERA,PNF EN INGENIERÍA DE MANTENIMIENTO,activa,3385,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",VALERA,PNF EN MECÁNICA,activa,3386,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO TRUJILLO ""MARIO BRICEÑO IRAGORRY""",VALERA,PNF EN SISTEMAS E INFORMÁTICA,activa,3382,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DE MONAGAS ""LUDOVICO SILVA""",CARIPITO,PNF EN CONSTRUCCIÓN CIVIL,activa,790,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DE MONAGAS ""LUDOVICO SILVA""",CARIPITO,PNF EN ELECTRICIDAD,activa,804,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DE MONAGAS ""LUDOVICO SILVA""",CARIPITO,PNF EN FISIOTERAPIA,activa,809,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DE MONAGAS ""LUDOVICO SILVA""",CARIPITO,PNF EN INFORMÁTICA,activa,808,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DE MONAGAS ""LUDOVICO SILVA""",CARIPITO,PNF EN INGENIERÍA DE MANTENIMIENTO,activa,799,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DE MONAGAS ""LUDOVICO SILVA""",CARIPITO,PNF EN INGENIERÍA INDUSTRIAL,activa,6074,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DE MONAGAS ""LUDOVICO SILVA""",CARIPITO,PNF EN MECÁNICA,activa,807,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DE MONAGAS ""LUDOVICO SILVA""",CARIPITO,PNF EN SISTEMAS E INFORMÁTICA,activa,801,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DE MONAGAS ""LUDOVICO SILVA""",CARIPITO,PNF EN TERAPIA OCUPACIONAL,activa,366,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DE MONAGAS ""LUDOVICO SILVA""",PUNTA DE MATA,PNF EN ELECTRÓNICA,activa,699,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DE MONAGAS ""LUDOVICO SILVA""",PUNTA DE MATA,PNF EN HIGIENE Y SEGURIDAD LABORAL,inactiva,696,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DE MONAGAS ""LUDOVICO SILVA""",PUNTA DE MATA,PNF EN HIGIENE Y SEGURIDAD LABORAL,activa,701,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DE MONAGAS ""LUDOVICO SILVA""",PUNTA DE MATA,PNF EN INFORMÁTICA,activa,698,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DE MONAGAS ""LUDOVICO SILVA""",PUNTA DE MATA,PNF EN INGENIERÍA INDUSTRIAL,activa,6073,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DE MONAGAS ""LUDOVICO SILVA""",PUNTA DE MATA,PNF EN INSTRUMENTACIÓN Y CONTROL,activa,700,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DEL TÁCHIRA ""MANUELA SÁENZ""",LA FRÍA,MANTENIMIENTO DE EQUIPOS Y REDES INFORMÁTICAS,inactiva,966,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DEL TÁCHIRA ""MANUELA SÁENZ""",LA FRÍA,PNF EN ADMINISTRACIÓN,activa,978,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DEL TÁCHIRA ""MANUELA SÁENZ""",LA FRÍA,PNF EN AGROALIMENTACIÓN,activa,977,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DEL TÁCHIRA ""MANUELA SÁENZ""",LA FRÍA,PNF EN CONSTRUCCIÓN CIVIL,activa,968,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DEL TÁCHIRA ""MANUELA SÁENZ""",LA FRÍA,PNF EN INFORMÁTICA,activa,971,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DEL TÁCHIRA ""MANUELA SÁENZ""",LA FRÍA,PNF EN MEDICINA VETERINARIA,activa,6043,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DEL TÁCHIRA ""MANUELA SÁENZ""",LA FRÍA,PNF EN PROCESAMIENTO Y DISTRIBUCIÓN DE ALIMENTOS,activa,6044,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DEL TÁCHIRA ""MANUELA SÁENZ""",LA FRÍA,PNF EN SEGURIDAD ALIMENTARIA Y CULTURA NUTRICIONAL,activa,974,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DEL TÁCHIRA ""MANUELA SÁENZ""",LA FRÍA,PNF EN SISTEMAS E INFORMÁTICA,inactiva,972,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL NORTE DEL TÁCHIRA ""MANUELA SÁENZ""",LA FRÍA,PRODUCCIÓN AGROINDUSTRIAL,inactiva,967,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL OESTE DE SUCRE ""CLODOSBALDO RUSSIÁN""",CUMANÁ,PNF EN AGROALIMENTACIÓN,activa,765,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL OESTE DE SUCRE ""CLODOSBALDO RUSSIÁN""",CUMANÁ,PNF EN ELECTRICIDAD,activa,762,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL OESTE DE SUCRE ""CLODOSBALDO RUSSIÁN""",CUMANÁ,PNF EN ELECTRÓNICA,activa,776,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL OESTE DE SUCRE ""CLODOSBALDO RUSSIÁN""",CUMANÁ,PNF EN HIGIENE Y SEGURIDAD LABORAL,activa,763,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL OESTE DE SUCRE ""CLODOSBALDO RUSSIÁN""",CUMANÁ,PNF EN INFORMÁTICA,activa,774,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL OESTE DE SUCRE ""CLODOSBALDO RUSSIÁN""",CUMANÁ,PNF EN INGENIERÍA INDUSTRIAL,activa,6072,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL OESTE DE SUCRE ""CLODOSBALDO RUSSIÁN""",CUMANÁ,PNF EN INSTRUMENTACIÓN Y CONTROL,activa,768,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL OESTE DE SUCRE ""CLODOSBALDO RUSSIÁN""",CUMANÁ,PNF EN NUTRICIÓN Y DIETÉTICA,activa,6071,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL OESTE DE SUCRE ""CLODOSBALDO RUSSIÁN""",CUMANÁ,PNF EN PREVENCIÓN Y SALUD EN EL TRABAJO,activa,6070,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL OESTE DE SUCRE ""CLODOSBALDO RUSSIÁN""",CUMANÁ,PNF EN PROCESAMIENTO Y DISTRIBUCIÓN DE ALIMENTOS,activa,770,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL OESTE DE SUCRE ""CLODOSBALDO RUSSIÁN""",CUMANÁ,PNF EN PROCESOS QUÍMICOS,activa,775,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL OESTE DE SUCRE ""CLODOSBALDO RUSSIÁN""",CUMANÁ,PNF EN QUÍMICA,activa,758,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL OESTE DE SUCRE ""CLODOSBALDO RUSSIÁN""",CUMANÁ,PNF EN SEGURIDAD ALIMENTARIA Y CULTURA NUTRICIONAL,activa,769,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL OESTE DE SUCRE ""CLODOSBALDO RUSSIÁN""",CUMANÁ,PNF EN SISTEMAS E INFORMÁTICA,activa,766,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL OESTE DE SUCRE ""CLODOSBALDO RUSSIÁN""",CUMANÁ,TECNOLOGÍA DE ALIMENTOS (TÉCNICA),inactiva,757,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CABIMAS,CONTROL DE PROCESOS Y TELECOMUNICACIONES,inactiva,5741,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CABIMAS,ELECTRICIDAD (TÉCNICA),inactiva,5724,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CABIMAS,HIDROCARBUROS,inactiva,5739,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CABIMAS,MECÁNICA INDUSTRIAL,inactiva,5738,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CABIMAS,PNF EN ADMINISTRACIÓN,activa,5903,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CABIMAS,PNF EN ELECTRICIDAD,activa,5737,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CABIMAS,PNF EN ELECTRÓNICA,activa,5734,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CABIMAS,PNF EN HIDROCARBUROS,activa,6099,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CABIMAS,PNF EN HIGIENE Y SEGURIDAD LABORAL,activa,5744,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CABIMAS,PNF EN INGENIERÍA DE MANTENIMIENTO,activa,5742,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CABIMAS,PNF EN INGENIERÍA DE MATERIALES INDUSTRIALES,activa,5727,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CABIMAS,PNF EN INSTRUMENTACIÓN Y CONTROL,activa,5728,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CABIMAS,PNF EN MECÁNICA,activa,5746,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CABIMAS,PNF EN PREVENCIÓN Y SALUD EN EL TRABAJO,activa,5729,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CABIMAS,PNF EN PROCESOS QUÍMICOS,activa,5743,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CABIMAS,PNF EN SISTEMAS DE CALIDAD Y AMBIENTE,activa,5745,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CABIMAS,SEGURIDAD E HIGIENE INDUSTRIAL,inactiva,5736,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CIUDAD OJEDA,PNF EN ADMINISTRACIÓN,activa,5722,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CIUDAD OJEDA,PNF EN INGENIERÍA DE MANTENIMIENTO,activa,5719,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ZULIA,CIUDAD OJEDA,PNF EN PREVENCIÓN Y SALUD EN EL TRABAJO,activa,5721,
UNIVERSIDAD PRIVADA  DR. JOSÉ GREGORIO HERNÁNDEZ,MARACAIBO,ADMINISTRACIÓN,activa,1664,
UNIVERSIDAD PRIVADA  DR. JOSÉ GREGORIO HERNÁNDEZ,MARACAIBO,CONTADURÍA PÚBLICA,activa,1663,
UNIVERSIDAD PRIVADA  DR. JOSÉ GREGORIO HERNÁNDEZ,MARACAIBO,EDUCACIÓN INTEGRAL,activa,1662,
UNIVERSIDAD PRIVADA  DR. JOSÉ GREGORIO HERNÁNDEZ,MARACAIBO,EDUCACIÓN PREESCOLAR,activa,1660,
UNIVERSIDAD PRIVADA  DR. JOSÉ GREGORIO HERNÁNDEZ,MARACAIBO,GERENCIA DE RECURSOS HUMANOS,activa,1665,
UNIVERSIDAD PRIVADA  DR. JOSÉ GREGORIO HERNÁNDEZ,MARACAIBO,INGENIERÍA DE SISTEMAS,activa,1659,
UNIVERSIDAD PRIVADA  DR. JOSÉ GREGORIO HERNÁNDEZ,MARACAIBO,INGENIERÍA EN COMPUTACIÓN,activa,1658,
UNIVERSIDAD PRIVADA ALEJANDRO DE HUMBOLDT,CARACAS,ADMINISTRACIÓN DE EMPRESAS,activa,4070,
UNIVERSIDAD PRIVADA ALEJANDRO DE HUMBOLDT,CARACAS,ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS,activa,4072,
UNIVERSIDAD PRIVADA ALEJANDRO DE HUMBOLDT,CARACAS,COMERCIO INTERNACIONAL,activa,4074,
UNIVERSIDAD PRIVADA ALEJANDRO DE HUMBOLDT,CARACAS,CONTADURÍA PÚBLICA,activa,4069,
UNIVERSIDAD PRIVADA ALEJANDRO DE HUMBOLDT,CARACAS,ECONOMÍA,activa,4068,
UNIVERSIDAD PRIVADA ALEJANDRO DE HUMBOLDT,CARACAS,EDUCACIÓN MENCIÓN INGLÉS,activa,4067,
UNIVERSIDAD PRIVADA ALEJANDRO DE HUMBOLDT,CARACAS,INGENIERÍA EN INFORMÁTICA,activa,4065,
UNIVERSIDAD PRIVADA ALEJANDRO DE HUMBOLDT,CARACAS,INGENIERÍA EN MANTENIMIENTO DE OBRAS,activa,4066,
UNIVERSIDAD PRIVADA ALEJANDRO DE HUMBOLDT,CARACAS,PUBLICIDAD,activa,4073,
UNIVERSIDAD PRIVADA ALEJANDRO DE HUMBOLDT,VALENCIA,ADMINISTRACIÓN DE EMPRESAS,activa,1395,
UNIVERSIDAD PRIVADA ALEJANDRO DE HUMBOLDT,VALENCIA,ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS,activa,1398,
UNIVERSIDAD PRIVADA ALEJANDRO DE HUMBOLDT,VALENCIA,COMERCIO INTERNACIONAL,activa,1394,
UNIVERSIDAD PRIVADA ALEJANDRO DE HUMBOLDT,VALENCIA,CONTADURÍA PÚBLICA,activa,1393,
UNIVERSIDAD PRIVADA ALEJANDRO DE HUMBOLDT,VALENCIA,ECONOMÍA,activa,1400,
UNIVERSIDAD PRIVADA ALEJANDRO DE HUMBOLDT,VALENCIA,EDUCACIÓN MENCIÓN INGLÉS,activa,1402,
UNIVERSIDAD PRIVADA ALEJANDRO DE HUMBOLDT,VALENCIA,INGENIERÍA EN INFORMÁTICA,activa,1401,
UNIVERSIDAD PRIVADA ALEJANDRO DE HUMBOLDT,VALENCIA,PUBLICIDAD,activa,1396,
UNIVERSIDAD PRIVADA ALONSO DE OJEDA,CIUDAD OJEDA,ADMINISTRACIÓN DE EMPRESAS,inactiva,1655,
UNIVERSIDAD PRIVADA ALONSO DE OJEDA,CIUDAD OJEDA,ADMINISTRACIÓN MENCIÓN GERENCIA Y MERCADEO,activa,1656,
UNIVERSIDAD PRIVADA ALONSO DE OJEDA,CIUDAD OJEDA,ADMINISTRACIÓN MENCIÓN RELACIONES INDUSTRIALES,activa,1657,
UNIVERSIDAD PRIVADA ALONSO DE OJEDA,CIUDAD OJEDA,EDUCACIÓN INTEGRAL,activa,1654,
UNIVERSIDAD PRIVADA ALONSO DE OJEDA,CIUDAD OJEDA,EDUCACIÓN PREESCOLAR,activa,1653,
UNIVERSIDAD PRIVADA ALONSO DE OJEDA,CIUDAD OJEDA,INGENIERÍA EN COMPUTACIÓN,activa,1622,
UNIVERSIDAD PRIVADA ALONSO DE OJEDA,CIUDAD OJEDA,INGENIERÍA INDUSTRIAL,activa,1614,
