institución,localidad,carrera,activa_inactiva,codigo_actual,nuevo_codigo
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PARIA ""LUIS MARIANO RIVERA""",CARÚPANO,PNF EN SEGURIDAD ALIMENTARIA Y CULTURA NUTRICIONAL,activa,750,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PARIA ""LUIS MARIANO RIVERA""",CARÚPANO,PNF EN SISTEMAS E INFORMÁTICA,activa,748,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PARIA ""LUIS MARIANO RIVERA""",CARÚPANO,PNF EN TURISMO,activa,756,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PARIA ""LUIS MARIANO RIVERA""",CARÚPANO,TECNOLOGÍA DE ALIMENTOS MENCIÓN PROCESAMIENTO Y CONTROL DE CALIDAD DE LOS ALIMENTOS,activa,739,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PARIA ""LUIS MARIANO RIVERA""",CARÚPANO,TECNOLOGÍA NAVAL MENCIÓN CONSTRUCCIÓN NAVAL,activa,746,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PUERTO CABELLO,EXTENSIÓN CHICHIRIVICHE,GESTIÓN HOTELERA Y TURÍSTICA,activa,5812,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PUERTO CABELLO,EXTENSIÓN CHICHIRIVICHE,PNF EN INFORMÁTICA,inactiva,6079,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PUERTO CABELLO,EXTENSIÓN CHICHIRIVICHE,PNF EN INGENIERÍA DE MANTENIMIENTO,activa,5816,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PUERTO CABELLO,EXTENSIÓN CHICHIRIVICHE,PNF EN MECÁNICA,activa,5818,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PUERTO CABELLO,EXTENSIÓN CHICHIRIVICHE,PNF EN TURISMO,activa,5817,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PUERTO CABELLO,PUERTO CABELLO,MECÁNICA AUTOMOTRIZ,activa,5820,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PUERTO CABELLO,PUERTO CABELLO,MECÁNICA TÉRMICA,activa,5825,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PUERTO CABELLO,PUERTO CABELLO,PNF EN DISTRIBUCIÓN Y LOGÍSTICA,activa,6105,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PUERTO CABELLO,PUERTO CABELLO,PNF EN INFORMÁTICA,activa,6080,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PUERTO CABELLO,PUERTO CABELLO,PNF EN INGENIERÍA DE MANTENIMIENTO,activa,5829,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PUERTO CABELLO,PUERTO CABELLO,PNF EN INGENIERÍA DE MATERIALES INDUSTRIALES,activa,5833,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PUERTO CABELLO,PUERTO CABELLO,PNF EN MECÁNICA,activa,5827,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE PUERTO CABELLO,PUERTO CABELLO,PNF EN TURISMO,activa,5828,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE VALENCIA,VALENCIA,PNF EN ELECTRICIDAD,activa,5791,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE VALENCIA,VALENCIA,PNF EN INFORMÁTICA,activa,5793,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE VALENCIA,VALENCIA,PNF EN INGENIERÍA DE MATERIALES INDUSTRIALES,activa,5789,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE VALENCIA,VALENCIA,PNF EN INSTRUMENTACIÓN Y CONTROL,activa,5788,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE VALENCIA,VALENCIA,PNF EN PROCESOS QUÍMICOS,activa,5790,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE VALENCIA,VALENCIA,PNF EN QUÍMICA,activa,6109,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE VALENCIA,VALENCIA,PNF EN SISTEMAS E INFORMÁTICA,inactiva,5787,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE VALENCIA,VALENCIA,PROCESOS DE REFINACIÓN DE PETRÓLEO,inactiva,5786,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DE VALENCIA,VALENCIA,QUÍMICA (TÉCNICA),inactiva,5777,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,ADMINISTRACIÓN (TÉCNICA),inactiva,4847,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,ENFERMERÍA (TÉCNICA),inactiva,4842,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,PNF EN ADMINISTRACIÓN,activa,4848,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,PNF EN AGROALIMENTACIÓN,activa,4849,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,PNF EN ENFERMERÍA INTEGRAL COMUNITARIA,activa,4855,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,PNF EN ENFERMERÍA INTEGRAL COMUNITARIA.,inactiva,4595,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,PNF EN FONOAUDIOLOGÍA,inactiva,4865,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,PNF EN FONOAUDIOLOGÍA,activa,4858,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,PNF EN HIGIENE Y SEGURIDAD LABORAL,activa,4864,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,PNF EN INFORMÁTICA,activa,4862,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,PNF EN PROCESAMIENTO Y DISTRIBUCIÓN DE ALIMENTOS,inactiva,4856,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,PNF EN PROCESAMIENTO Y DISTRIBUCIÓN DE ALIMENTOS,activa,4866,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,PNF EN PROCESOS QUÍMICOS,activa,4863,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,PNF EN SEGURIDAD ALIMENTARIA Y CULTURA NUTRICIONAL,activa,4857,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,PNF EN SISTEMAS E INFORMÁTICA,activa,4854,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,TECNOLOGÍA AGRÍCOLA,inactiva,4843,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,TECNOLOGÍA DE ALIMENTOS (TÉCNICA),inactiva,4844,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,TECNOLOGÍA DE LOS RECURSOS NATURALES RENOVABLES,activa,4845,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DE YARACUY ""ARÍSTIDES BASTIDAS""",SAN FELIPE,TECNOLOGÍA PECUARIA,inactiva,4846,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ALTO APURE ""PEDRO CAMEJO""",ACHAGUAS,PNF EN AGROALIMENTACIÓN,activa,12,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ALTO APURE ""PEDRO CAMEJO""",ELORZA,PNF EN AGROALIMENTACIÓN,activa,14,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ALTO APURE ""PEDRO CAMEJO""",ELORZA,PNF EN CONSTRUCCIÓN CIVIL,activa,16,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ALTO APURE ""PEDRO CAMEJO""",MANTECAL,CONSTRUCCIÓN CIVIL (TÉCNICA),inactiva,995,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ALTO APURE ""PEDRO CAMEJO""",MANTECAL,MECÁNICA (TÉCNICA),inactiva,973,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ALTO APURE ""PEDRO CAMEJO""",MANTECAL,PNF EN AGROALIMENTACIÓN,activa,1042,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ALTO APURE ""PEDRO CAMEJO""",MANTECAL,PNF EN CONSTRUCCIÓN CIVIL,activa,1047,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ALTO APURE ""PEDRO CAMEJO""",MANTECAL,PNF EN MECÁNICA,activa,1041,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ALTO APURE ""PEDRO CAMEJO""",MANTECAL,PNF EN MEDICINA VETERINARIA,activa,1046,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ALTO APURE ""PEDRO CAMEJO""",MANTECAL,PNF EN SISTEMAS E INFORMÁTICA,activa,1043,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ALTO APURE ""PEDRO CAMEJO""",MANTECAL,TECNOLOGÍA DE PRODUCCIÓN AGROALIMENTARIA (TÉCNICA),inactiva,1039,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",BARBACOAS,PNF EN ADMINISTRACIÓN,activa,671,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",BARBACOAS,PNF EN AGROALIMENTACIÓN,activa,675,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",BARBACOAS,PNF EN INGENIERÍA DE MANTENIMIENTO,activa,672,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",LA VICTORIA,ELECTRICIDAD (TÉCNICA),activa,1019,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",LA VICTORIA,PNF EN ADMINISTRACIÓN,activa,1030,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",LA VICTORIA,PNF EN AGROALIMENTACIÓN,inactiva,1029,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",LA VICTORIA,PNF EN CONTADURÍA PÚBLICA,activa,1021,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",LA VICTORIA,PNF EN ELECTRICIDAD,activa,1012,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",LA VICTORIA,PNF EN ELECTRÓNICA,activa,1015,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",LA VICTORIA,PNF EN INFORMÁTICA,activa,1032,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",LA VICTORIA,PNF EN INGENIERÍA DE MANTENIMIENTO,activa,1018,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",LA VICTORIA,PNF EN INSTRUMENTACIÓN Y CONTROL,activa,1016,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",LA VICTORIA,PNF EN MECÁNICA,activa,1013,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",LA VICTORIA,PNF EN PREVENCIÓN Y SALUD EN EL TRABAJO,activa,1037,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",LA VICTORIA,PNF EN SISTEMAS DE CALIDAD Y AMBIENTE,activa,1023,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",LA VICTORIA,PNF EN SISTEMAS E INFORMÁTICA,activa,1022,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",MARACAY,ELECTRICIDAD (TÉCNICA),activa,683,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",MARACAY,PNF EN ADMINISTRACIÓN,activa,689,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",MARACAY,PNF EN CONTADURÍA PÚBLICA,activa,693,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",MARACAY,PNF EN ELECTRICIDAD,activa,676,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",MARACAY,PNF EN ELECTRÓNICA,activa,684,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",MARACAY,PNF EN INFORMÁTICA,activa,678,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",MARACAY,PNF EN INSTRUMENTACIÓN Y CONTROL,activa,685,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO ARAGUA ""FEDERICO BRITO FIGUEROA""",MARACAY,PNF EN MECÁNICA,activa,677,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",BARINAS,CONSTRUCCIÓN CIVIL (TÉCNICA),inactiva,1001,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",BARINAS,ELECTRICIDAD (TÉCNICA),inactiva,1000,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",BARINAS,MECÁNICA (TÉCNICA),inactiva,1002,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",BARINAS,PNF EN AGROALIMENTACIÓN,inactiva,1007,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",BARINAS,PNF EN CONSTRUCCIÓN CIVIL,inactiva,1009,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",BARINAS,PNF EN ELECTRICIDAD,inactiva,1008,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",BARINAS,PNF EN ELECTRICIDAD,inactiva,1003,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",BARINAS,PNF EN ELECTRÓNICA,activa,6090,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",BARINAS,PNF EN MECÁNICA,inactiva,1010,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",BARINAS,TECNOLOGÍA DE PRODUCCIÓN AGROALIMENTARIA (TÉCNICA),inactiva,999,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",BARINITAS,PNF EN AGROALIMENTACIÓN,activa,925,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",BARINITAS,PNF EN CONSTRUCCIÓN CIVIL,activa,921,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",BARINITAS,PNF EN ELECTRICIDAD,activa,920,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",BARINITAS,PNF EN INGENIERÍA INDUSTRIAL,activa,919,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",BARINITAS,PNF EN MECÁNICA,activa,924,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",BARINITAS,PNF EN SISTEMAS E INFORMÁTICA,activa,918,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",SOCOPÓ,PNF EN AGROALIMENTACIÓN,activa,914,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",SOCOPÓ,PNF EN CONSTRUCCIÓN CIVIL,activa,913,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",SOCOPÓ,PNF EN ELECTRICIDAD,activa,912,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",SOCOPÓ,PNF EN INFORMÁTICA,activa,6042,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",SOCOPÓ,PNF EN INGENIERÍA INDUSTRIAL,activa,6041,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BARINAS ""JOSÉ FELIX RIBAS""",SOCOPÓ,PNF EN MEDICINA VETERINARIA,activa,6040,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BOLÍVAR,CIUDAD BOLÍVAR,PNF EN AGROALIMENTACIÓN,activa,6081,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BOLÍVAR,CIUDAD BOLÍVAR,PNF EN DISTRIBUCIÓN Y LOGÍSTICA,activa,6106,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BOLÍVAR,CIUDAD BOLÍVAR,PNF EN ELECTRICIDAD,inactiva,5797,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BOLÍVAR,CIUDAD BOLÍVAR,PNF EN ELECTRICIDAD,activa,5804,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BOLÍVAR,CIUDAD BOLÍVAR,PNF EN GEOCIENCIA,activa,5794,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BOLÍVAR,CIUDAD BOLÍVAR,PNF EN GEOCIENCIA,inactiva,5807,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BOLÍVAR,CIUDAD BOLÍVAR,PNF EN HIGIENE Y SEGURIDAD LABORAL,activa,5991,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BOLÍVAR,CIUDAD BOLÍVAR,PNF EN INFORMÁTICA,activa,5810,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BOLÍVAR,CIUDAD BOLÍVAR,PNF EN INGENIERÍA DE MANTENIMIENTO,inactiva,5796,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BOLÍVAR,CIUDAD BOLÍVAR,PNF EN INGENIERÍA DE MATERIALES INDUSTRIALES,activa,6005,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BOLÍVAR,CIUDAD BOLÍVAR,PNF EN MECÁNICA,activa,5799,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BOLÍVAR,CIUDAD BOLÍVAR,PNF EN QUÍMICA,activa,6082,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BOLÍVAR,CIUDAD BOLÍVAR,PNF EN SISTEMAS DE CALIDAD Y AMBIENTE,activa,5805,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BOLÍVAR,CIUDAD BOLÍVAR,PNF EN SISTEMAS DE CALIDAD Y AMBIENTE,inactiva,5800,
UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO BOLÍVAR,CIUDAD BOLÍVAR,PNF EN SISTEMAS E INFORMÁTICA,activa,5801,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,CONTADURÍA (TÉCNICA),inactiva,937,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,CONTROL DE CALIDAD,inactiva,940,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,DEPORTES (TÉCNICA),inactiva,936,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,HIGIENE Y SEGURIDAD INDUSTRIAL,inactiva,941,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,HOTELERÍA (TÉCNICA),inactiva,942,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,INFORMACIÓN Y DOCUMENTACIÓN,inactiva,944,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,INFORMACIÓN Y DOCUMENTACIÓN (TÉCNICA),inactiva,945,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,MERCADOTECNIA,inactiva,943,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,PNF EN ADMINISTRACIÓN,activa,946,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,PNF EN AGROALIMENTACIÓN,activa,956,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,PNF EN CIENCIAS DE LA INFORMACIÓN,activa,962,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,PNF EN CONTADURÍA PÚBLICA,activa,6008,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,PNF EN DEPORTES,activa,6114,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,PNF EN DISTRIBUCIÓN Y LOGÍSTICA,activa,6111,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,PNF EN HIGIENE Y SEGURIDAD LABORAL,activa,960,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,PNF EN INFORMÁTICA,activa,947,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,PNF EN PREVENCIÓN Y SALUD EN EL TRABAJO,activa,955,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,PNF EN SISTEMAS DE CALIDAD Y AMBIENTE,activa,949,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,PNF EN SISTEMAS E INFORMÁTICA,inactiva,954,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,PNF EN TURISMO,activa,951,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO LARA ""ANDRES ELOY BLANCO""",BARQUISIMETO,TURISMO MENCIÓN HOTELERÍA (TÉCNICA),inactiva,939,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",BAILADORES,PNF EN ADMINISTRACIÓN,activa,651,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",BAILADORES,PNF EN AGROALIMENTACIÓN,activa,649,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",BAILADORES,PNF EN CONSTRUCCIÓN CIVIL,activa,628,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",BAILADORES,PNF EN CONTADURÍA PÚBLICA,activa,652,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",BAILADORES,PNF EN INFORMÁTICA,activa,650,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",BAILADORES,PNF EN NUTRICIÓN Y DIETÉTICA,inactiva,6083,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",BAILADORES,PNF EN PSICOLOGÍA SOCIAL,inactiva,6087,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",BAILADORES,PNF EN TURISMO,activa,653,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",EJIDO,HOTELERÍA (TÉCNICA),activa,716,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",EJIDO,MANEJO DE EMERGENCIAS Y ACCIÓN CONTRA DESASTRES,activa,711,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",EJIDO,MINERÍA,activa,713,
"UNIVERSIDAD POLITÉCNICA TERRITORIAL DEL ESTADO MÉRIDA ""KLÉBER RAMÍREZ""",EJIDO,PNF EN ADMINISTRACIÓN,activa,727,
